reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
566de8aa-a666-4ade-b7b1-79f86b286a8c,Prayoga Hidayatulloh S,https://play-lh.googleusercontent.com/a-/ACNPEu_bryD4O6MIRR2x6i_Z2ZEBiCOmWowm53Sy5_p_tg,"Smuanya lancar jaya no kenadala , is the best pokonya , Itu bagi yang mengalami crash bug dan lag semacam nya ,positif ajh mungkin hp nya kentamg 🤣🤣 , tmn gw ram 4 juga suka crash wkwkwk kadang mesen 1 datemg 3🗿🗿",5,3,4.45.1,2022-06-08 15:24:55,,,most_relevant,com.gojek.app
7f20530f-76d1-4da6-819d-fdca28913774,Magdalena Krisnawati,https://play-lh.googleusercontent.com/a-/ACNPEu_VUmYMHDfTRpFy2uq1hizQp8wodSAo3ptpnZGjQw,"Membantu memenuhi kebutuhan hidup, semua jadi lebih mudah, praktis dan menyenangkan. Walaupun server sering crash dan membuat saya menunggu lama, semoga bisa ditingkatkan terus pelayanannya. Maju terus ya👍",5,12,4.45.1,2022-06-10 1:35:40,,,most_relevant,com.gojek.app
f990b2fb-2e87-4bdf-9ba4-953d69c42d47,Tini Martin,https://play-lh.googleusercontent.com/a-/ACNPEu_hGAdARbAu3I_JG6M7MvA8HbSJfCpmcSpamMz9OAc,Aplikasi nya makin berkembang dengan pake gojek jadi gampang mau bayar ke aplikasi yg lain nya.. cuma kadang kalo hujan suka masih loading nya lama dan server sibuk.. mudah mudahan tambah berkembang lagi buat aplikasi nya.. makasih gojek,5,6,4.45.1,2022-06-10 5:56:19,,,most_relevant,com.gojek.app
cbda66a9-b465-4a5c-a92d-081727ee23dd,Maria Monica,https://play-lh.googleusercontent.com/a-/ACNPEu8nTf2Y2jgAhhlQy56USR1rsiPDp2BFLYJFFeLF,"Salah satu aplikasi yang paling penting untuk saya. Hampir semuanya bisa saya lakukan dengan aplikasi ini. Dengan promo yang oke dan kualitas layanan yang juara. Fix, gak ada lawan GoJek mah. Thank you for making my life a lot easier💙",5,2,4.45.1,2022-06-12 3:29:29,,,most_relevant,com.gojek.app
93b0fc5a-3559-4390-9067-8625a2ae9d0c,Mr.T,https://play-lh.googleusercontent.com/a-/ACNPEu86XbQCJLAB3wT5WtNyEDLi8BQG2U0G1Lv3DfE3ZQ,"Tiap ada update aplikasi malah nambah bug baru, sekarang aplikasi ga bisa dibuka muncul logo gojek terus mental keluar, udh instal ulang juga ttp sama, update bug sudah di fix. semoga saran lewat email bisa di penuhi",5,4,4.45.1,2022-06-12 12:24:35,"Hai Mr.T, mohon maaf untuk kendalanya. Mohon pastikan sinyal internet kamu stabil, aktifkan App Permission/Izinkan Aplikasi dan logout kemudian login kembali.

Jika masih mengalami kendala, silakan laporkan detailnya melalui email ke customerservice@go-jek.com dan mencantumkan kode psr-22-157-0346-33897 pada subjek email. ^Agum",2022-06-06 3:46:26,most_relevant,com.gojek.app
42bb1cbc-bbdb-435a-b641-2ef56e119277,nurul adia,https://play-lh.googleusercontent.com/a/ALm5wu1rAzLlcjclVDNZEd2Su8AXIT9PVURjI3UYqHeD=mo,"Selama pakai apk ini blm ada kendala, semuanya lancar dan di mudahkan, lbh cepet dan lbh terjangkau tarifnya, sgt membantu saya dan klrga saat mau bepergian, gak perlu punya mobil pesan GoJek berasa naik kendaraan pribadi😁😁😁 terimakasih GoJek 👍🙏",5,4,4.45.1,2022-06-13 3:06:35,,,most_relevant,com.gojek.app
dc0f78cf-99c6-44f8-8869-4d4b18e692ba,NOE,https://play-lh.googleusercontent.com/a-/ACNPEu-rDT93VuJX9X8sqfeJ9wDthq-boNMrvkX_tkX0hQ,"Secara umum oke. Masalah hanya pada titik lokasi yang beberapa kali bermasalah. Walaupun gk berdampak banget sih, tapi kadang antara kita dengan titik di peta terlalu jauh. Jadi si abangnya harus muter2 dulu..",5,4,4.45.1,2022-06-13 10:45:26,,,most_relevant,com.gojek.app
f2a7a57f-75c1-4db6-8867-d03b051bf4b5,Al Fian,https://play-lh.googleusercontent.com/a-/ACNPEu-uRG65G5RRK3FuCwq7MFG6RBVx_dGRIpWA6U9k,"Saya beli token, tapi stroomnya belum keluar² juga.. Sementara ini udah tengah malam.. Ga mungkin ada konter yg msh buka.. Mana lagi gerimis. . Saya pesan satu lagi berharap bisa berhasil.. Ternyata tetap enggak juga.",5,12,4.45.1,2022-06-13 17:15:19,,,most_relevant,com.gojek.app
f163df38-a86f-4a33-8357-30a30f6be649,Val Vallent,https://play-lh.googleusercontent.com/a-/ACNPEu_nFZ199hMoPrSPspk88voZxsYoRYVkS5btt9fwgQ,"Gojek tolong dong adain fitur bisa make discount sebelum pake gopay :(( kayak grab, jadi kita bisa pake discount walaupun saldo gopaynya ga cukup, setelah pake discount baru pas, soalnya gw mau pake discount biar saldonya setelah diskon pas, malah ga bisa karna saldo awalnya ga cukup, mesti ngisi lagi 😢",5,3,4.45.1,2022-06-14 6:22:17,,,most_relevant,com.gojek.app
a1ecedd1-dfb4-464c-b01e-99ed2c392502,Cindy,https://play-lh.googleusercontent.com/a-/ACNPEu-pVeBKfxDkzdwzGtiXQSfjs5vs-vzm1jrR2oB5Wg,"Mantul ya bestie. Bisa pesen ojek sepeda motor (GoRide), ataupun mobil (GoCar). Bisa ambil barang (GoSend). bisa beli pulsa/kuota. Bisa bayar listrik, dll. Praktis semua dalam satu App, sukaaaaa deh🌟👍🏻",5,8,4.45.1,2022-06-14 19:41:53,,,most_relevant,com.gojek.app
e216f625-f5e3-4247-99fa-d7543a306ace,Titun Fashion Kuliner,https://play-lh.googleusercontent.com/a-/ACNPEu-kbqeynU1uh-N0m6V2bnZkOJV0A4GDM0rChGYf,Aplikasinya bagus... sangat membantu kami ibu ibu.. yg perlu bepergian tapi ga bawa kendaraan.. buat antar jemput anak anak juga ok. Bisa ketracking posisinya. Kalau ga masak pin bisa beli.beli pakego food.. Pokonya endoll surendoll,5,2,4.45.1,2022-06-14 23:39:43,,,most_relevant,com.gojek.app
0b3f8a57-6e58-42b9-9963-a717435182ac,Arimbi Pawaka,https://play-lh.googleusercontent.com/a-/ACNPEu88TDWLyurgAVAG0wIbmvTLv0yD3U2Z3_kalz2I,Mantap..sangat terbantu saat mager..cuma harus penyesuaian dulu klo makanan yg di tuju tidak ada dalam go food..tapi aplikasi ini sangat membantu..cuma selisih harga nya jangan banyak banyak donk..kan udah ada jasa nya..😄🙏,5,8,4.45.1,2022-06-17 16:05:48,,,most_relevant,com.gojek.app
d815423e-fe88-471e-a774-cdfbc3efd3e4,Muhammad Fikri Ar-Razi,https://play-lh.googleusercontent.com/a-/ACNPEu8vHAPH_hHi30cmDjqTY6oh7sT_qfjVMs2ckjXWIg,"Segalanya udah bagus, tapi tolong diperbaiki dalam navigasi nya soalnya sering terjadi bug yang begitu mengganggu, selebihnya sudah bagus👍",5,0,4.45.1,2022-06-18 9:24:14,,,most_relevant,com.gojek.app
0140677e-a817-45af-9c50-bf09460b0c88,Den Om,https://play-lh.googleusercontent.com/a/ALm5wu0R76VHlrZ0bSmgP0wDH9aKGGt0pR9Ouuv5QTL-=mo,"Maaf, mau tanya. Kenapa kalo sy buka aplikasi dari share maps teman, hanya bisa utk order gocar atau go ride ? Sedangkan kadang sy butuh lgsung bisa konek untuk gosend dsb. Apakah bisa diperbaiki?",5,0,4.45.1,2022-06-18 11:58:18,,,most_relevant,com.gojek.app
f9419ec4-0d15-4f06-a4a5-d3d99c714b68,Pipa5 Dim,https://play-lh.googleusercontent.com/a/ALm5wu3d3-9sQxo4LL7y2GDZgmQ2gtP9LoFisU11CEE=mo,Saran saja untuk gopay later sebaiknya bisa di cicil pembayarannya supaya tidak terjadi keterlambatan. Ada fee sedikit u5k sistem cicil saya rasa gpp drpd lambat bayar. Terima kasih.,5,2,4.45.1,2022-06-18 16:19:38,,,most_relevant,com.gojek.app
0e2cc0fe-f226-4ee0-8429-85b2d32c4e45,Nurul Emyeti,https://play-lh.googleusercontent.com/a-/ACNPEu8h_Cc_xewhcdegd3lc8YBjWDcOCsEyeBEV7wtimw,"Salam Buat pemilik gojeknya.. Gak ada niatan adain buat Transportasi becak min..?? akibat banyaknya pengguna transportasi pribadi juga, pengguna becak jdi berkurang.. stidaknya membantu mereka dalam perekonomian.. target pasarnya juga bisa kalangan ibu² atau sebagai sarana transportasi umum buat jalan2 keliling disuatu daerah tersebut, agar bisa menarik minat anak2 muda untuk naik becak.. Berharap sekali bisa dinotice sama pihak gojek... agar bisa meningkatkan peminat pengguna becak",5,1,4.45.1,2022-06-20 4:40:07,,,most_relevant,com.gojek.app
825f8dd8-cf2b-4784-a10d-ecf0ff7a15d5,Lina Linta Najib Arfad,https://play-lh.googleusercontent.com/a-/ACNPEu9XT0meVa7KzbeQpdwvcNyZ0OlAdSWPkbI4x2xvyyI,"Matikan fitur penyamaran nomor telepon. Susah kalo lagi gada pulsa di nomor gojek / sim 1. pas nelpon lewat sim 2, eh ga bisa. malah pulsa ke kuras juga. hadeh",5,0,4.45.1,2022-06-21 7:48:10,,,most_relevant,com.gojek.app
d8701184-408e-4c21-939e-ee75e779bb9c,Shanty Alvaro,https://play-lh.googleusercontent.com/a-/ACNPEu_kqYnQXjbM9iWTwq0zEkSTjhXVDERYdSIUDrIz,"Sampai hari ini, sangat membantu sekali dalam kegiatan sehari-hari. Baik itu gocar, go food maupun go-send. Kadang memang ada yg kurang sesuai sama harapan. Tapi dibandingkan kemudahan yg saya rasakan, masih layak lah dapat bintang 5.",5,0,4.45.1,2022-06-21 8:30:14,,,most_relevant,com.gojek.app
be34144e-7f21-4c91-bb7b-1078ad7149fb,kamal cahyadi,https://play-lh.googleusercontent.com/a-/ACNPEu9XZ3ZtGqe2-YaGws9c6sutDojYPF4U888KUEY,Gimana nih saya mau pesen mobil..Gojek.. Makan..tidak bisa bisa... susah bener nih selalu tidak ada koneksi..koneksi.. Tolong diperbaiki aplikasinya.. Saya turunin bintang nya dulu deh... Kalau udah bener servernya/koneksinya saya naikin lagi bintang nya..,5,15,4.45.1,2022-06-21 13:09:21,,,most_relevant,com.gojek.app
81688464-7a02-458b-adc8-a2daaf9c5b04,Melisa,https://play-lh.googleusercontent.com/a-/ACNPEu9O3qHU9SRPKmlxvUHSkUhxsbuWMMmNjh2DlRC8Lg,"Banyak promo menarik, dan pembayaran bisa dicampur jika saldo gopay tdk cukup, bisa bayar tunai sebagian.. keren dan sangat membantu 👍👍👍",5,1,4.45.1,2022-06-22 13:02:54,,,most_relevant,com.gojek.app
4d6f8cb9-7551-4275-af68-81b843252ff7,Ali Sadikin,https://play-lh.googleusercontent.com/a/ALm5wu2IxPOYpAnF8AJyGloLObUClNnZcvDMVQIj7uNl=mo,"Ini kenapa ya kalau order, di maps nya kok diam saja kagak maju-maju itu driver, tahu-tahunya udah sampai aja driver nya, tolong pencerahan nya, internet sudah pakai wifi-mobile data tetap aja gak gerak-gerak driver nya",5,0,4.45.1,2022-06-22 13:58:37,,,most_relevant,com.gojek.app
80759885-b9ac-4e9b-82e1-130fb6bca944,budi nuryadin,https://play-lh.googleusercontent.com/a-/ACNPEu-gbiAmrf_zvNtCPGAPlvowCR2SkfaofKDpyqthCw,"Aplikasi sudah user friendly tapi bisa gak pas masuk permukaan aplikasi pake sidik jari dulu, atau pin jangan langsung..kebuka..",5,4,4.46.1,2022-06-24 3:59:46,,,most_relevant,com.gojek.app
e72733d1-0cc4-4f61-bf7c-07f8a714ab21,Jayadi Bong,https://play-lh.googleusercontent.com/a-/ACNPEu90TmP5kctnZDZokDkN2Tu_45LADgSsXR4pIB80Fg,Sangat membantu sekali. Saya sangat senang dengan aplikasi ini. Karena setiap saya mau membelikan makan atau perjalanan kemana. Bisa menggunakan dengan sangat mudah dan aman. Dan juga bisa buat org terdekat. Bukan hanya untuk sendiri. Btw. Rekomendasi banget deh pokoknya untuk aplikasi ini bisa digunakan untuk teman dan kerabat.,5,18,4.45.1,2022-06-24 4:17:05,,,most_relevant,com.gojek.app
